transaccion_id,fecha,cliente,producto,precio_unitario,cantidad,estado
10154,2026-07-11,Cliente_268,Teclado Mecánico,80.0,-1,Completado
10155,2026-03-11,Cliente_568,Monitor 4K,350.0,1,Completado
10156,2026-07-25,Cliente_274,Mouse Inalámbrico,30.0,1,Completado
10157,2026-06-22,Cliente_471,Monitor 4K,350.0,0,Cancelado
10158,2026-02-01,  Cliente_375  ,Teclado Mecánico,80.0,2,Completado
10159,2026-06-22,Cliente_156,Auriculares Noise-Canceling,150.0,4,Completado
10160,2026-02-26,Cliente_413,Auriculares Noise-Canceling,150.0,3,Pendiente
10161,31/08/2026,Cliente_124,Silla Ergonómica,250.0,2,Pendiente
10162,2026-04-05,Cliente_333,Laptop Pro 15,1200.0,3,Cancelado
10163,2026-06-17,Cliente_313,Mouse Inalámbrico,30.0,4,Pendiente
10164,2026-02-25,  Cliente_290  ,Auriculares Noise-Canceling,150.0,1,Completado
10165,2026-09-08,Cliente_562,Teclado Mecánico,80.0,4,Completado
10166,2026-04-27,Cliente_522,Mouse Inalámbrico,30.0,-1,Completado
10167,2026-03-04,  Cliente_271  ,Silla Ergonómica,250.0,-1,Cancelado
10168,2026-02-25,Cliente_401,Monitor 4K,350.0,5,Completado
10169,2026-03-12,Cliente_102,Teclado Mecánico,80.0,5,Completado
10170,10/08/2026,Cliente_439,Monitor 4K,350.0,5,Completado
10171,2026-02-14,Cliente_109,Teclado Mecánico,80.0,0,Completado
10172,2026-04-25,Cliente_344,Silla Ergonómica,250.0,-1,Cancelado
10173,2026-01-12,Cliente_415,Auriculares Noise-Canceling,150.0,3,Cancelado
10174,2026-08-05,  Cliente_346  ,Teclado Mecánico,80.0,-1,Completado
10175,2026-03-24,  Cliente_142  ,Mouse Inalámbrico,30.0,2,Completado
10176,2026-03-25,Cliente_465,Monitor 4K,350.0,4,Cancelado
10177,2026-07-23,Cliente_151,Auriculares Noise-Canceling,150.0,3,Cancelado
10178,2026-04-16,Cliente_217,Silla Ergonómica,250.0,2,Pendiente
10179,2026-06-20,Cliente_261,Mouse Inalámbrico,30.0,-1,Completado
10180,2026-01-24,  Cliente_144  ,Silla Ergonómica,250.0,-1,Completado
10181,2026-03-26,Cliente_388,Monitor 4K,350.0,3,Pendiente
10182,2026-07-04,Cliente_569,Teclado Mecánico,80.0,5,Completado
10183,2026-02-09,Cliente_209,Auriculares Noise-Canceling,150.0,-1,Completado
10184,2026-03-13,Cliente_491,Laptop Pro 15,1200.0,3,Pendiente
10185,2026-06-14,Cliente_446,Auriculares Noise-Canceling,150.0,5,Cancelado
10186,2026-06-29,  Cliente_240  ,Silla Ergonómica,250.0,1,Completado
10187,2026-04-13,Cliente_437,Teclado Mecánico,,5,Completado
10188,2026-03-29,Cliente_333,Laptop Pro 15,1200.0,0,Completado
10189,2026-01-14,Cliente_553,Silla Ergonómica,250.0,3,Cancelado
10190,2026-05-05,Cliente_318,Laptop Pro 15,1200.0,1,Pendiente
10191,2026-01-29,Cliente_321,Teclado Mecánico,80.0,3,Cancelado
10192,2026-06-03,  Cliente_303  ,Mouse Inalámbrico,30.0,1,Completado
10193,2026-03-16,Cliente_231,Teclado Mecánico,80.0,5,Completado
10194,2026-06-30,Cliente_373,Mouse Inalámbrico,30.0,0,Cancelado
10195,2026-01-11,Cliente_480,Silla Ergonómica,250.0,-1,Pendiente
10196,2026-07-01,Cliente_308,Laptop Pro 15,1200.0,3,Completado
10197,2026-06-08,Cliente_586,Laptop Pro 15,1200.0,1,Completado
10198,2026-04-13,Cliente_402,Laptop Pro 15,1200.0,-1,Pendiente
10199,2026-01-20,Cliente_187,Teclado Mecánico,80.0,0,Completado
10200,2026-09-03,Cliente_473,Auriculares Noise-Canceling,150.0,5,Completado
10201,2026-02-09,Cliente_409,Monitor 4K,350.0,1,Completado
10202,2026-05-25,Cliente_487,Monitor 4K,350.0,4,Pendiente
10203,2026-03-24,Cliente_420,Silla Ergonómica,250.0,3,Completado
10204,2026-07-23,Cliente_256,Monitor 4K,350.0,2,Completado
10205,2026-01-15,Cliente_120,Teclado Mecánico,80.0,1,Completado
10206,2026-05-10,  Cliente_405  ,Laptop Pro 15,1200.0,5,Cancelado
10207,2026-08-21,Cliente_331,Auriculares Noise-Canceling,150.0,4,Completado
10208,2026-04-26,Cliente_132,Teclado Mecánico,80.0,3,Completado
10209,2026-07-01,Cliente_227,Silla Ergonómica,250.0,4,Pendiente
10210,2026-03-14,Cliente_570,Auriculares Noise-Canceling,150.0,0,Completado
10211,2026-01-17,Cliente_272,Silla Ergonómica,250.0,5,Cancelado
10212,2026-09-04,Cliente_437,Silla Ergonómica,250.0,1,Completado
10213,2026-03-21,Cliente_280,Teclado Mecánico,80.0,4,Pendiente
10214,2026-06-14,Cliente_293,Monitor 4K,350.0,-1,Completado
10215,2026-05-15,Cliente_568,Silla Ergonómica,250.0,4,Pendiente
10216,2026-02-24,Cliente_587,Auriculares Noise-Canceling,150.0,1,Pendiente
10217,2026-08-05,Cliente_252,Monitor 4K,350.0,0,Cancelado
10218,2026-08-13,  Cliente_273  ,Auriculares Noise-Canceling,150.0,3,Completado
10219,2026-07-17,Cliente_455,Auriculares Noise-Canceling,150.0,0,Completado
10220,2026-03-02,Cliente_469,Silla Ergonómica,250.0,2,Cancelado
10221,2026-03-03,Cliente_374,Teclado Mecánico,80.0,5,Pendiente
10222,2026-07-16,Cliente_337,Monitor 4K,350.0,3,Pendiente
10223,2026-06-04,Cliente_511,Auriculares Noise-Canceling,150.0,0,Completado
10224,2026-01-27,Cliente_579,Laptop Pro 15,1200.0,5,Cancelado
10225,2026-08-20,Cliente_331,Laptop Pro 15,1200.0,5,Pendiente
10226,2026-03-31,Cliente_553,Laptop Pro 15,1200.0,0,Pendiente
10227,2026-04-06,Cliente_142,Laptop Pro 15,1200.0,1,Completado
10228,05/02/2026,Cliente_175,Laptop Pro 15,1200.0,4,Pendiente
10229,07/06/2026,Cliente_330,Silla Ergonómica,250.0,5,Completado
10230,2026-07-06,Cliente_582,Laptop Pro 15,1200.0,5,Pendiente
10231,2026-03-03,Cliente_125,Laptop Pro 15,1200.0,0,Cancelado
10232,18/05/2026,Cliente_406,Mouse Inalámbrico,30.0,5,Cancelado
10233,2026-06-07,Cliente_101,Auriculares Noise-Canceling,150.0,0,Cancelado
10234,2026-01-18,  Cliente_285  ,Mouse Inalámbrico,30.0,4,Cancelado
10235,2026-08-12,Cliente_300,Auriculares Noise-Canceling,150.0,3,Pendiente
10236,2026-03-30,Cliente_135,Teclado Mecánico,80.0,-1,Completado
10237,2026-05-20,Cliente_281,Auriculares Noise-Canceling,150.0,1,Completado
10238,2026-07-27,Cliente_194,Silla Ergonómica,250.0,4,Pendiente
10239,2026-01-11,Cliente_554,Laptop Pro 15,1200.0,-1,Completado
10240,2026-01-10,Cliente_230,Auriculares Noise-Canceling,150.0,5,Completado
10241,2026-03-26,  Cliente_436  ,Teclado Mecánico,80.0,5,Completado
10242,2026-04-09,Cliente_590,Mouse Inalámbrico,30.0,4,Completado
10243,2026-03-10,Cliente_366,Mouse Inalámbrico,30.0,1,Pendiente
10244,2026-03-24,Cliente_251,Laptop Pro 15,1200.0,5,Completado
10245,2026-02-12,Cliente_319,Silla Ergonómica,250.0,2,Completado
10246,2026-04-22,Cliente_415,Mouse Inalámbrico,30.0,5,Completado
10247,2026-07-11,Cliente_511,Laptop Pro 15,1200.0,2,Completado
10248,2026-02-02,Cliente_118,Monitor 4K,350.0,4,Completado
10249,2026-06-23,  Cliente_179  ,Teclado Mecánico,80.0,3,Completado
10250,2026-04-04,Cliente_372,Teclado Mecánico,80.0,-1,Completado
10251,2026-05-13,Cliente_356,Monitor 4K,350.0,-1,Cancelado
10252,2026-06-06,Cliente_210,Laptop Pro 15,1200.0,1,Pendiente
10253,2026-08-19,  Cliente_189  ,Monitor 4K,350.0,5,Completado
10254,2026-01-17,Cliente_464,Silla Ergonómica,250.0,1,Completado
10255,2026-06-13,Cliente_459,Teclado Mecánico,80.0,4,Completado
10256,2026-07-22,Cliente_222,Auriculares Noise-Canceling,150.0,0,Completado
10257,2026-02-03,Cliente_383,Auriculares Noise-Canceling,150.0,2,Completado
10258,2026-04-16,Cliente_370,Laptop Pro 15,1200.0,4,Cancelado
10259,2026-04-30,Cliente_331,Laptop Pro 15,1200.0,1,Completado
10260,2026-02-16,Cliente_401,Monitor 4K,350.0,5,Completado
10261,2026-05-13,  Cliente_164  ,Mouse Inalámbrico,30.0,5,Completado
10262,2026-08-29,Cliente_586,Monitor 4K,350.0,4,Completado
10263,2026-02-02,Cliente_241,Laptop Pro 15,1200.0,4,Cancelado
10264,2026-05-29,Cliente_583,Auriculares Noise-Canceling,150.0,4,Cancelado
10265,2026-01-11,Cliente_389,Silla Ergonómica,250.0,1,Completado
10266,2026-06-16,Cliente_236,Laptop Pro 15,1200.0,4,Cancelado
10267,2026-05-20,Cliente_422,Mouse Inalámbrico,30.0,-1,Completado
10268,2026-04-27,Cliente_253,Mouse Inalámbrico,30.0,5,Completado
10269,2026-06-05,Cliente_275,Monitor 4K,350.0,2,Completado
10270,2026-07-14,Cliente_167,Silla Ergonómica,250.0,1,Cancelado
10271,2026-03-05,Cliente_331,Laptop Pro 15,1200.0,2,Completado
10272,2026-09-04,Cliente_228,Teclado Mecánico,80.0,5,Completado
10273,2026-02-10,Cliente_491,Teclado Mecánico,80.0,4,Cancelado
10274,2026-08-30,Cliente_147,Mouse Inalámbrico,30.0,1,Pendiente
10275,2026-05-07,  Cliente_245  ,Monitor 4K,350.0,1,Pendiente
10276,2026-08-14,Cliente_169,Teclado Mecánico,80.0,5,Completado
10277,2026-02-19,  Cliente_388  ,Mouse Inalámbrico,30.0,2,Completado
10278,2026-07-31,Cliente_244,Laptop Pro 15,1200.0,2,Cancelado
10279,2026-03-28,Cliente_507,Laptop Pro 15,1200.0,-1,Completado
10280,12/01/2026,Cliente_121,Monitor 4K,350.0,3,Completado
10281,2026-02-05,Cliente_364,Mouse Inalámbrico,30.0,0,Cancelado
10282,2026-06-01,Cliente_254,Teclado Mecánico,80.0,3,Cancelado
10283,2026-01-05,Cliente_518,Auriculares Noise-Canceling,150.0,3,Completado
10284,2026-06-26,Cliente_547,Mouse Inalámbrico,30.0,5,Cancelado
10285,2026-05-29,Cliente_498,Mouse Inalámbrico,30.0,4,Completado
10286,2026-07-18,Cliente_418,Auriculares Noise-Canceling,150.0,3,Completado
10287,18/02/2026,Cliente_157,Silla Ergonómica,250.0,3,Completado
10288,2026-07-18,Cliente_357,Mouse Inalámbrico,30.0,4,Pendiente
10289,2026-05-24,Cliente_207,Silla Ergonómica,250.0,4,Pendiente
10290,2026-03-29,Cliente_373,Auriculares Noise-Canceling,150.0,0,Completado
10291,2026-02-27,Cliente_253,Auriculares Noise-Canceling,150.0,0,Completado
10292,2026-05-03,Cliente_263,Teclado Mecánico,80.0,4,Completado
10293,2026-09-08,Cliente_559,Teclado Mecánico,80.0,4,Completado
10294,2026-03-30,Cliente_141,Monitor 4K,350.0,1,Completado
10295,2026-08-27,Cliente_239,Silla Ergonómica,250.0,0,Completado
10296,2026-01-13,Cliente_225,Monitor 4K,350.0,4,Cancelado
10297,2026-07-03,Cliente_270,Monitor 4K,350.0,-1,Completado
10298,2026-08-14,Cliente_579,Laptop Pro 15,1200.0,0,Pendiente
10299,2026-01-16,Cliente_431,Silla Ergonómica,250.0,1,Completado
10300,28/08/2026,Cliente_536,Silla Ergonómica,250.0,3,Completado
10301,2026-08-03,Cliente_119,Mouse Inalámbrico,30.0,0,Pendiente
10302,10/01/2026,Cliente_549,Monitor 4K,350.0,5,Cancelado
10303,2026-05-20,Cliente_429,Auriculares Noise-Canceling,150.0,1,Completado
10304,2026-02-11,Cliente_270,Auriculares Noise-Canceling,150.0,0,Completado
10305,2026-05-26,Cliente_252,Silla Ergonómica,250.0,4,Completado
10306,2026-04-20,Cliente_524,Monitor 4K,350.0,4,Completado
10307,2026-03-24,Cliente_345,Mouse Inalámbrico,30.0,0,Completado
10308,2026-03-26,Cliente_589,Teclado Mecánico,80.0,2,Cancelado
10309,2026-06-20,Cliente_132,Laptop Pro 15,1200.0,1,Completado
10310,2026-06-30,Cliente_555,Monitor 4K,350.0,3,Completado
10311,2026-02-26,Cliente_214,Silla Ergonómica,250.0,1,Pendiente
10312,2026-05-21,Cliente_460,Monitor 4K,350.0,3,Cancelado
10313,2026-06-02,Cliente_487,Silla Ergonómica,250.0,5,Completado
10314,2026-05-25,Cliente_570,Auriculares Noise-Canceling,150.0,4,Cancelado
10315,2026-08-07,Cliente_268,Auriculares Noise-Canceling,150.0,3,Completado
10316,2026-05-11,Cliente_561,Silla Ergonómica,250.0,3,Completado
10317,2026-05-24,Cliente_130,Mouse Inalámbrico,30.0,2,Completado
10318,2026-02-25,Cliente_482,Silla Ergonómica,,1,Completado
10319,2026-08-28,Cliente_131,Mouse Inalámbrico,30.0,-1,Pendiente
10320,2026-06-14,Cliente_493,Laptop Pro 15,1200.0,0,Pendiente
10321,2026-08-21,Cliente_570,Teclado Mecánico,80.0,2,Completado
10322,2026-08-09,Cliente_435,Silla Ergonómica,250.0,5,Completado
10323,02/08/2026,Cliente_215,Auriculares Noise-Canceling,150.0,0,Completado
10324,2026-04-08,Cliente_373,Teclado Mecánico,80.0,4,Completado
10325,2026-07-05,Cliente_549,Mouse Inalámbrico,30.0,1,Completado
10326,2026-01-05,Cliente_556,Silla Ergonómica,250.0,5,Completado
10327,12/08/2026,Cliente_461,Laptop Pro 15,1200.0,2,Completado
10328,2026-07-18,Cliente_543,Mouse Inalámbrico,30.0,3,Cancelado
10329,2026-06-03,Cliente_396,Teclado Mecánico,80.0,4,Completado
10330,2026-02-26,Cliente_367,Monitor 4K,350.0,0,Completado
10331,2026-02-14,Cliente_567,Laptop Pro 15,1200.0,3,Pendiente
10332,2026-04-08,Cliente_444,Auriculares Noise-Canceling,150.0,1,Completado
10333,2026-07-13,Cliente_195,Silla Ergonómica,250.0,0,Completado
10334,2026-08-23,Cliente_338,Monitor 4K,350.0,4,Pendiente
10335,2026-02-22,Cliente_231,Mouse Inalámbrico,30.0,0,Completado
10336,2026-02-18,Cliente_525,Mouse Inalámbrico,30.0,-1,Pendiente
10337,2026-07-25,Cliente_197,Silla Ergonómica,250.0,-1,Cancelado
10338,2026-09-02,Cliente_256,Monitor 4K,350.0,5,Completado
10339,2026-05-03,Cliente_487,Monitor 4K,350.0,-1,Cancelado
10340,2026-03-14,Cliente_498,Silla Ergonómica,250.0,0,Cancelado
10341,2026-05-08,Cliente_552,Silla Ergonómica,250.0,1,Pendiente
10342,2026-05-25,Cliente_124,Teclado Mecánico,80.0,1,Completado
10343,2026-03-17,Cliente_314,Laptop Pro 15,1200.0,3,Completado
10344,2026-06-17,Cliente_382,Monitor 4K,350.0,5,Completado
10345,2026-07-09,Cliente_429,Teclado Mecánico,80.0,2,Completado
10346,2026-05-06,Cliente_380,Silla Ergonómica,250.0,0,Cancelado
10347,2026-01-20,  Cliente_534  ,Silla Ergonómica,250.0,3,Completado
10348,2026-07-01,Cliente_135,Laptop Pro 15,1200.0,5,Completado
10349,2026-08-28,Cliente_442,Auriculares Noise-Canceling,150.0,-1,Pendiente
10350,04/01/2026,Cliente_311,Silla Ergonómica,250.0,-1,Completado
10351,2026-06-22,Cliente_458,Auriculares Noise-Canceling,150.0,-1,Completado
10352,2026-06-08,Cliente_199,Laptop Pro 15,1200.0,3,Completado
10353,2026-04-28,Cliente_308,Teclado Mecánico,80.0,-1,Completado
10354,2026-06-16,  Cliente_540  ,Teclado Mecánico,80.0,5,Completado
10355,2026-01-03,Cliente_427,Mouse Inalámbrico,30.0,3,Completado
10356,2026-09-08,Cliente_390,Mouse Inalámbrico,30.0,4,Completado
